Annual Report Year,Total Wealth,CompanyID*,ED/SD,ISIN,Equity Linked,DirectorID*,Ticker,Director Role,Company Name,Total Compensation,Direct Compensation,Director Name,Sector,Index,Country,inputfilestem,region,mgmt_type,workbook_name,fragment_number,sheet_name
Dec 2015,4737.0,279913389,SD,US88579Y1010,160.0,424897243,MMM,Lead Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),330.0,170.0,Michael (Mike) L Eskew,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2015,NA,Director,Compensation,2015,
Dec 2015,6440.0,279913389,SD,US88579Y1010,160.0,429097641,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),295.0,135.0,Doctor Vance D Coffman,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2015,NA,Director,Compensation,2015,
Dec 2016,177201.0,279913389,ED,US88579Y1010,32392.0,5710317344,MMM,Chairman/President/CEO,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),33876.0,1484.0,Inge G Thulin,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2016,NA,Director,Compensation,2016,
Dec 2016,432.0,279913389,SD,US88579Y1010,172.0,13495656741,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),297.0,125.0,Sondra L Barbour,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2016,NA,Director,Compensation,2016,
Dec 2016,1393.0,279913389,SD,US88579Y1010,172.0,3590916873,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),299.0,127.0,Muhtar Ahmet Kent,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2016,NA,Director,Compensation,2016,
Dec 2016,157.0,279913389,SD,US88579Y1010,157.0,422667014,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),271.0,114.0,Patricia (Pat) Ann Woertz,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2016,NA,Director,Compensation,2016,
Dec 2016,6123.0,279913389,SD,US88579Y1010,172.0,424897243,MMM,Lead Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),327.0,155.0,Michael (Mike) L Eskew,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2016,NA,Director,Compensation,2016,
Dec 2017,352328.0,279913389,ED,US88579Y1010,54629.0,5710317344,MMM,Chairman/President/CEO,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),56156.0,1527.0,Inge G Thulin,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2017,NA,Director,Compensation,2017,
Dec 2017,78.0,279913389,SD,US88579Y1010,64.0,11839764433,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),114.0,50.0,Amy E Hood,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2017,NA,Director,Compensation,2017,
Dec 2017,789.0,279913389,SD,US88579Y1010,165.0,13495656741,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),295.0,130.0,Sondra L Barbour,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2017,NA,Director,Compensation,2017,
Dec 2017,2259.0,279913389,SD,US88579Y1010,165.0,3590916873,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),295.0,130.0,Muhtar Ahmet Kent,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2017,NA,Director,Compensation,2017,
Dec 2017,410.0,279913389,SD,US88579Y1010,165.0,422667014,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),295.0,130.0,Patricia (Pat) Ann Woertz,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2017,NA,Director,Compensation,2017,
Dec 2018,47491.0,279913389,ED,US88579Y1010,12859.0,13680796955,MMM,CEO,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),13909.0,1050.0,Michael (Mike) F Roman,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2018,NA,Director,Compensation,2018,
Dec 2018,273104.0,279913389,ED,US88579Y1010,17086.0,5710317344,MMM,Chairman (Executive),3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),18355.0,1269.0,Inge G Thulin,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2018,NA,Director,Compensation,2018,
Dec 2018,214.0,279913389,SD,US88579Y1010,170.0,11839764433,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),305.0,135.0,Amy E Hood,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2018,NA,Director,Compensation,2018,
Dec 2018,804.0,279913389,SD,US88579Y1010,170.0,13495656741,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),305.0,135.0,Sondra L Barbour,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2018,NA,Director,Compensation,2018,
Dec 2018,2131.0,279913389,SD,US88579Y1010,170.0,3590916873,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),305.0,135.0,Muhtar Ahmet Kent,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2018,NA,Director,Compensation,2018,
Dec 2019,50575.0,279913389,ED,US88579Y1010,17358.0,13680796955,MMM,Chairman/President/CEO,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),18608.0,1250.0,Michael (Mike) F Roman,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2019,NA,Director,Compensation,2019,
Dec 2019,,279913389,SD,US88579Y1010,170.0,1074955941,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),255.0,85.0,Pamela (Pam) J Craig,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2019,NA,Director,Compensation,2019,
Dec 2019,4.0,279913389,SD,US88579Y1010,170.0,11839764433,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),305.0,135.0,Amy E Hood,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2019,NA,Director,Compensation,2019,
Dec 2019,,279913389,SD,US88579Y1010,170.0,3590916873,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),325.0,155.0,Muhtar Ahmet Kent,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2019,NA,Director,Compensation,2019,
Dec 2019,455.0,279913389,SD,US88579Y1010,170.0,422667014,MMM,Independent Director,3M CO (Minnesota Mining & Manufacturing Co prior to 02/2002),305.0,135.0,Patricia (Pat) Ann Woertz,Diversified Industrials,"DOW JONES INDUSTRIAL AVG, S&P 100, S&P 500",United States,NA - Compensation - 2019,NA,Director,Compensation,2019,
Aug 2020,10962.0,17713298,ED,IE00B4BNMY34,21183.0,11231503251,ACN,CEO,ACCENTURE PLC (Accenture Ltd prior to 09/2009),22433.0,1250.0,Julie Spellman Sweet,Business Services,"S&P 100, S&P 500",Republic Of Ireland,NA - Compensation - 2020,NA,Director,Compensation,2020,
Aug 2020,1534.0,17713298,ED,IE00B4BNMY34,14925.0,5419793059,ACN,Chairman (Executive),ACCENTURE PLC (Accenture Ltd prior to 09/2009),16061.0,1136.0,David P Rowland,Business Services,"S&P 100, S&P 500",Republic Of Ireland,NA - Compensation - 2020,NA,Director,Compensation,2020,
Aug 2020,805.0,17713298,SD,IE00B4BNMY34,220.0,13478006717,ACN,Independent Director,ACCENTURE PLC (Accenture Ltd prior to 09/2009),320.0,100.0,Doctor Venkata (Murthy) S Renduchintala,Business Services,"S&P 100, S&P 500",Republic Of Ireland,NA - Compensation - 2020,NA,Director,Compensation,2020,
Aug 2020,1551.0,17713298,SD,IE00B4BNMY34,220.0,1353011688,ACN,Independent Director,ACCENTURE PLC (Accenture Ltd prior to 09/2009),320.0,100.0,Herbert Hainer,Business Services,"S&P 100, S&P 500",Republic Of Ireland,NA - Compensation - 2020,NA,Director,Compensation,2020,
Aug 2020,1498.0,17713298,SD,IE00B4BNMY34,220.0,168954805,ACN,Independent Director,ACCENTURE PLC (Accenture Ltd prior to 09/2009),320.0,100.0,Arun Sarin,Business Services,"S&P 100, S&P 500",Republic Of Ireland,NA - Compensation - 2020,NA,Director,Compensation,2020,
Jan 2021,98824.0,60455679,ED,US0536111091,15445.0,5674566944,"AV3, AVY",Chairman/President/CEO,AVERY DENNISON CORP,16578.0,1133.0,Mitchell (Mitch) R Butier,Forestry & Paper,S&P 500,United States,NA - Compensation - 2021,NA,Director,Compensation,2021,
Jan 2021,2635.0,60455679,SD,US0536111091,225.0,104487812576,"AV3, AVY",Independent Director,AVERY DENNISON CORP,325.0,100.0,Anthony (Tony) K Anderson,Forestry & Paper,S&P 500,United States,NA - Compensation - 2021,NA,Director,Compensation,2021,
Jan 2021,4216.0,60455679,SD,US0536111091,225.0,11103682932,"AV3, AVY",Independent Director,AVERY DENNISON CORP,325.0,100.0,Martha Newman Sullivan,Forestry & Paper,S&P 500,United States,NA - Compensation - 2021,NA,Director,Compensation,2021,
Jan 2021,6366.0,60455679,SD,US0536111091,225.0,11299033389,"AV3, AVY",Independent Director,AVERY DENNISON CORP,325.0,100.0,Bradley (Brad) Allman Alford,Forestry & Paper,S&P 500,United States,NA - Compensation - 2021,NA,Director,Compensation,2021,
Jan 2021,6642.0,60455679,SD,US0536111091,225.0,1600518073,"AV3, AVY",Independent Director,AVERY DENNISON CORP,325.0,100.0,Kenneth (Ken) C Hicks,Forestry & Paper,S&P 500,United States,NA - Compensation - 2021,NA,Director,Compensation,2021,
Dec 1999,5337.0,213229090,ED,GB0005405286,236.0,1112712612,"5, HBC1, HSBA",Group Chairman,HSBC HOLDINGS PLC,1446.0,1209.0,Sir John Reginald Bond,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 1999,ROW,Director,Compensation,1999,
Dec 1999,3082.0,213229090,ED,GB0005405286,197.0,125182201,"5, HBC1, HSBA",Group Chief Executive,HSBC HOLDINGS PLC,1161.0,964.0,Sir Keith Roderick Whitson,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 1999,ROW,Director,Compensation,1999,
Dec 1999,2876.0,213229090,ED,GB0005405286,138.0,151411204,"5, HBC1, HSBA",ED,HSBC HOLDINGS PLC,824.0,686.0,William (Bill) Robert Dalton,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 1999,ROW,Director,Compensation,1999,
Dec 1999,1867.0,213229090,ED,GB0005405286,138.0,162303834,"5, HBC1, HSBA",ED,HSBC HOLDINGS PLC,963.0,825.0,David Gordon Eldon,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 1999,ROW,Director,Compensation,1999,
Dec 1999,2226.0,213229090,ED,GB0005405286,138.0,63758357,"5, HBC1, HSBA",ED,HSBC HOLDINGS PLC,958.0,820.0,Lord (Stephen Keith) Green of Hurstpierpoint,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 1999,ROW,Director,Compensation,1999,
Dec 2000,7405.0,213229090,ED,GB0005405286,1140.0,1112712612,"5, HBC1, HSBA",Group Chairman,HSBC HOLDINGS PLC,3522.0,2382.0,Sir John Reginald Bond,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2000,ROW,Director,Compensation,2000,
Dec 2000,4044.0,213229090,ED,GB0005405286,734.0,125182201,"5, HBC1, HSBA",Group Chief Executive,HSBC HOLDINGS PLC,2711.0,1977.0,Sir Keith Roderick Whitson,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2000,ROW,Director,Compensation,2000,
Dec 2000,3129.0,213229090,ED,GB0005405286,531.0,151411204,"5, HBC1, HSBA",ED,HSBC HOLDINGS PLC,1311.0,779.0,William (Bill) Robert Dalton,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2000,ROW,Director,Compensation,2000,
Dec 2000,2507.0,213229090,ED,GB0005405286,99.0,162303834,"5, HBC1, HSBA",ED,HSBC HOLDINGS PLC,838.0,739.0,David Gordon Eldon,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2000,ROW,Director,Compensation,2000,
Dec 2000,1113.0,213229090,ED,GB0005405286,423.0,175855651,"5, HBC1, HSBA",ED - IT,HSBC HOLDINGS PLC,1382.0,959.0,Alan Wayne Jebson,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2000,ROW,Director,Compensation,2000,
Dec 2001,6686.0,213229090,ED,GB0005405286,868.0,1112712612,"5, HBC1, HSBA",Group Chairman,HSBC HOLDINGS PLC,3503.0,2635.0,Sir John Reginald Bond,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2001,ROW,Director,Compensation,2001,
Dec 2001,4156.0,213229090,ED,GB0005405286,683.0,125182201,"5, HBC1, HSBA",Group Chief Executive,HSBC HOLDINGS PLC,2859.0,2175.0,Sir Keith Roderick Whitson,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2001,ROW,Director,Compensation,2001,
Dec 2001,2909.0,213229090,ED,GB0005405286,496.0,151411204,"5, HBC1, HSBA",ED,HSBC HOLDINGS PLC,1349.0,853.0,William (Bill) Robert Dalton,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2001,ROW,Director,Compensation,2001,
Dec 2001,2581.0,213229090,ED,GB0005405286,571.0,162303834,"5, HBC1, HSBA",ED,HSBC HOLDINGS PLC,1384.0,813.0,David Gordon Eldon,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2001,ROW,Director,Compensation,2001,
Dec 2001,2003.0,213229090,ED,GB0005405286,751.0,175855651,"5, HBC1, HSBA",ED - IT,HSBC HOLDINGS PLC,1786.0,1034.0,Alan Wayne Jebson,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2001,ROW,Director,Compensation,2001,
Dec 2002,7686.0,213229090,ED,GB0005405286,1369.0,1112712612,"5, HBC1, HSBA",Group Chairman,HSBC HOLDINGS PLC,4392.0,3023.0,Sir John Reginald Bond,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2002,ROW,Director,Compensation,2002,
Dec 2002,4733.0,213229090,ED,GB0005405286,1086.0,125182201,"5, HBC1, HSBA",Group Chief Executive,HSBC HOLDINGS PLC,4547.0,3461.0,Sir Keith Roderick Whitson,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2002,ROW,Director,Compensation,2002,
Dec 2002,3566.0,213229090,ED,GB0005405286,859.0,151411204,"5, HBC1, HSBA",ED,HSBC HOLDINGS PLC,1824.0,964.0,William (Bill) Robert Dalton,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2002,ROW,Director,Compensation,2002,
Dec 2002,3132.0,213229090,ED,GB0005405286,695.0,162303834,"5, HBC1, HSBA",ED,HSBC HOLDINGS PLC,2322.0,1627.0,David Gordon Eldon,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2002,ROW,Director,Compensation,2002,
Dec 2002,3042.0,213229090,ED,GB0005405286,983.0,175855651,"5, HBC1, HSBA",ED - IT,HSBC HOLDINGS PLC,2021.0,1038.0,Alan Wayne Jebson,Banks,"FTSE 100, HANG SENG, Stoxx Europe 50",United Kingdom - England,ROW - Compensation - 2002,ROW,Director,Compensation,2002,
Dec 2003,,166104416,ED,BMG3223R1088,,4855799117,RE,President/COO,EVEREST RE GROUP LTD,,0.0,Thomas (Tom) J Gallagher,Insurance,S&P 500,Bermuda,ROW - Compensation - 2003,ROW,Director,Compensation,2003,
Dec 2003,,166104416,ED,BMG3223R1088,,4856709127,RE,Chairman/CEO,EVEREST RE GROUP LTD,,0.0,Joseph (Joe) V Taranto,Insurance,S&P 500,Bermuda,ROW - Compensation - 2003,ROW,Director,Compensation,2003,
Dec 2003,,166104416,SD,BMG3223R1088,,4856169117,RE,Director - SD,EVEREST RE GROUP LTD,,0.0,William F Galtney Jr,Insurance,S&P 500,Bermuda,ROW - Compensation - 2003,ROW,Director,Compensation,2003,
Dec 2003,,166104416,SD,BMG3223R1088,,4856329117,RE,Independent Director,EVEREST RE GROUP LTD,,0.0,Martin Abrahams,Insurance,S&P 500,Bermuda,ROW - Compensation - 2003,ROW,Director,Compensation,2003,
Dec 2003,,166104416,SD,BMG3223R1088,,4856439117,RE,Independent Director,EVEREST RE GROUP LTD,,0.0,Kenneth (Ken) J Duffy,Insurance,S&P 500,Bermuda,ROW - Compensation - 2003,ROW,Director,Compensation,2003,
Dec 2004,,166104416,ED,BMG3223R1088,,4855799117,RE,President/COO,EVEREST RE GROUP LTD,,0.0,Thomas (Tom) J Gallagher,Insurance,S&P 500,Bermuda,ROW - Compensation - 2004,ROW,Director,Compensation,2004,
Dec 2004,,166104416,ED,BMG3223R1088,,4856709127,RE,Chairman/CEO,EVEREST RE GROUP LTD,,0.0,Joseph (Joe) V Taranto,Insurance,S&P 500,Bermuda,ROW - Compensation - 2004,ROW,Director,Compensation,2004,
Dec 2004,,166104416,SD,BMG3223R1088,,4856169117,RE,Director - SD,EVEREST RE GROUP LTD,,0.0,William F Galtney Jr,Insurance,S&P 500,Bermuda,ROW - Compensation - 2004,ROW,Director,Compensation,2004,
Dec 2004,,166104416,SD,BMG3223R1088,,4856329117,RE,Independent Director,EVEREST RE GROUP LTD,,0.0,Martin Abrahams,Insurance,S&P 500,Bermuda,ROW - Compensation - 2004,ROW,Director,Compensation,2004,
Dec 2004,,166104416,SD,BMG3223R1088,,4856439117,RE,Independent Director,EVEREST RE GROUP LTD,,0.0,Kenneth (Ken) J Duffy,Insurance,S&P 500,Bermuda,ROW - Compensation - 2004,ROW,Director,Compensation,2004,
Dec 2005,,166104416,ED,BMG3223R1088,,4855799117,RE,President/COO,EVEREST RE GROUP LTD,,0.0,Thomas (Tom) J Gallagher,Insurance,S&P 500,Bermuda,ROW - Compensation - 2005,ROW,Director,Compensation,2005,
Dec 2005,,166104416,ED,BMG3223R1088,,4856709127,RE,Chairman/CEO,EVEREST RE GROUP LTD,,0.0,Joseph (Joe) V Taranto,Insurance,S&P 500,Bermuda,ROW - Compensation - 2005,ROW,Director,Compensation,2005,
Dec 2005,,166104416,SD,BMG3223R1088,,4856169117,RE,Director - SD,EVEREST RE GROUP LTD,,0.0,William F Galtney Jr,Insurance,S&P 500,Bermuda,ROW - Compensation - 2005,ROW,Director,Compensation,2005,
Dec 2005,,166104416,SD,BMG3223R1088,,4856329117,RE,Independent Director,EVEREST RE GROUP LTD,,0.0,Martin Abrahams,Insurance,S&P 500,Bermuda,ROW - Compensation - 2005,ROW,Director,Compensation,2005,
Dec 2005,,166104416,SD,BMG3223R1088,,4856439117,RE,Independent Director,EVEREST RE GROUP LTD,,0.0,Kenneth (Ken) J Duffy,Insurance,S&P 500,Bermuda,ROW - Compensation - 2005,ROW,Director,Compensation,2005,
Dec 2006,918.0,8765186944,ED,BMG2287M1047,904.0,5890809117,CAP,President/CEO,CLEAN AIR POWER LTD (De-listed 10/2015),1219.0,315.0,John A Pettitt,Engineering & Machinery,,Bermuda,ROW - Compensation - 2006,ROW,Director,Compensation,2006,
Dec 2006,119.0,8765186944,ED,BMG2287M1047,119.0,5890869117,CAP,GFD,CLEAN AIR POWER LTD (De-listed 10/2015),305.0,186.0,Peter (Pete) David Rowse,Engineering & Machinery,,Bermuda,ROW - Compensation - 2006,ROW,Director,Compensation,2006,
Dec 2006,7.0,8765186944,SD,BMG2287M1047,,118408987,CAP,Chairman (Independent NED),CLEAN AIR POWER LTD (De-listed 10/2015),80.0,80.0,Rodney James Westhead,Engineering & Machinery,,Bermuda,ROW - Compensation - 2006,ROW,Director,Compensation,2006,
Dec 2006,,8765186944,SD,BMG2287M1047,,302136434,CAP,NED,CLEAN AIR POWER LTD (De-listed 10/2015),8.0,8.0,Ulrich Wöhr,Engineering & Machinery,,Bermuda,ROW - Compensation - 2006,ROW,Director,Compensation,2006,
Dec 2006,,8765186944,SD,BMG2287M1047,,5890879117,CAP,Independent NED,CLEAN AIR POWER LTD (De-listed 10/2015),24.0,24.0,Larry Rhodell Wilson,Engineering & Machinery,,Bermuda,ROW - Compensation - 2006,ROW,Director,Compensation,2006,
Dec 2007,125.0,8765186944,ED,BMG2287M1047,,5890809117,CAP,President/CEO,CLEAN AIR POWER LTD (De-listed 10/2015),388.0,388.0,John A Pettitt,Engineering & Machinery,,Bermuda,ROW - Compensation - 2007,ROW,Director,Compensation,2007,
Dec 2007,26.0,8765186944,ED,BMG2287M1047,10.0,5890869117,CAP,GFD,CLEAN AIR POWER LTD (De-listed 10/2015),244.0,234.0,Peter (Pete) David Rowse,Engineering & Machinery,,Bermuda,ROW - Compensation - 2007,ROW,Director,Compensation,2007,
Dec 2007,10.0,8765186944,SD,BMG2287M1047,,118408987,CAP,Chairman (Independent NED),CLEAN AIR POWER LTD (De-listed 10/2015),84.0,84.0,Rodney James Westhead,Engineering & Machinery,,Bermuda,ROW - Compensation - 2007,ROW,Director,Compensation,2007,
Dec 2007,,8765186944,SD,BMG2287M1047,,302136434,CAP,NED,CLEAN AIR POWER LTD (De-listed 10/2015),36.0,36.0,Ulrich Wöhr,Engineering & Machinery,,Bermuda,ROW - Compensation - 2007,ROW,Director,Compensation,2007,
Dec 2007,,8765186944,SD,BMG2287M1047,,5890879117,CAP,Independent NED,CLEAN AIR POWER LTD (De-listed 10/2015),24.0,24.0,Larry Rhodell Wilson,Engineering & Machinery,,Bermuda,ROW - Compensation - 2007,ROW,Director,Compensation,2007,
Dec 2008,194.0,8765186944,ED,BMG2287M1047,104.0,5890809117,CAP,President/CEO,CLEAN AIR POWER LTD (De-listed 10/2015),374.0,269.0,John A Pettitt,Engineering & Machinery,,Bermuda,ROW - Compensation - 2008,ROW,Director,Compensation,2008,
Dec 2008,24.0,8765186944,ED,BMG2287M1047,14.0,5890869117,CAP,GFD,CLEAN AIR POWER LTD (De-listed 10/2015),196.0,182.0,Peter (Pete) David Rowse,Engineering & Machinery,,Bermuda,ROW - Compensation - 2008,ROW,Director,Compensation,2008,
Dec 2008,17.0,8765186944,SD,BMG2287M1047,,118408987,CAP,Chairman (Independent NED),CLEAN AIR POWER LTD (De-listed 10/2015),62.0,62.0,Rodney James Westhead,Engineering & Machinery,,Bermuda,ROW - Compensation - 2008,ROW,Director,Compensation,2008,
Dec 2008,11.0,8765186944,SD,BMG2287M1047,,302136434,CAP,NED,CLEAN AIR POWER LTD (De-listed 10/2015),29.0,29.0,Ulrich Wöhr,Engineering & Machinery,,Bermuda,ROW - Compensation - 2008,ROW,Director,Compensation,2008,
Dec 2008,,8765186944,SD,BMG2287M1047,,5890879117,CAP,Independent NED,CLEAN AIR POWER LTD (De-listed 10/2015),18.0,18.0,Larry Rhodell Wilson,Engineering & Machinery,,Bermuda,ROW - Compensation - 2008,ROW,Director,Compensation,2008,
Dec 2009,1262.0,8765186944,ED,BMG2287M1047,221.0,5890809117,CAP,President/CEO,CLEAN AIR POWER LTD (De-listed 10/2015),696.0,475.0,John A Pettitt,Engineering & Machinery,,Bermuda,ROW - Compensation - 2009,ROW,Director,Compensation,2009,
Dec 2009,237.0,8765186944,ED,BMG2287M1047,74.0,5890869117,CAP,GFD,CLEAN AIR POWER LTD (De-listed 10/2015),302.0,228.0,Peter (Pete) David Rowse,Engineering & Machinery,,Bermuda,ROW - Compensation - 2009,ROW,Director,Compensation,2009,
Dec 2009,34.0,8765186944,SD,BMG2287M1047,,118408987,CAP,Chairman (Independent NED),CLEAN AIR POWER LTD (De-listed 10/2015),63.0,63.0,Rodney James Westhead,Engineering & Machinery,,Bermuda,ROW - Compensation - 2009,ROW,Director,Compensation,2009,
Dec 2009,26.0,8765186944,SD,BMG2287M1047,,302136434,CAP,NED,CLEAN AIR POWER LTD (De-listed 10/2015),33.0,33.0,Ulrich Wöhr,Engineering & Machinery,,Bermuda,ROW - Compensation - 2009,ROW,Director,Compensation,2009,
Dec 2009,11.0,8765186944,SD,BMG2287M1047,,5890899117,CAP,NED,CLEAN AIR POWER LTD (De-listed 10/2015),7.0,7.0,Hans Gunnar Folkesson,Engineering & Machinery,,Bermuda,ROW - Compensation - 2009,ROW,Director,Compensation,2009,
Dec 2010,218.0,8765186944,ED,BMG2287M1047,,5890809117,CAP,President/CEO,CLEAN AIR POWER LTD (De-listed 10/2015),403.0,403.0,John A Pettitt,Engineering & Machinery,,Bermuda,ROW - Compensation - 2010,ROW,Director,Compensation,2010,
Dec 2010,38.0,8765186944,ED,BMG2287M1047,,5890869117,CAP,GFD,CLEAN AIR POWER LTD (De-listed 10/2015),194.0,194.0,Peter (Pete) David Rowse,Engineering & Machinery,,Bermuda,ROW - Compensation - 2010,ROW,Director,Compensation,2010,
Dec 2010,,8765186944,SD,BMG2287M1047,,11429573671,CAP,NED,CLEAN AIR POWER LTD (De-listed 10/2015),7.0,7.0,Professor Doctor Karl Hans Schaller,Engineering & Machinery,,Bermuda,ROW - Compensation - 2010,ROW,Director,Compensation,2010,
Dec 2010,14.0,8765186944,SD,BMG2287M1047,,118408987,CAP,Chairman (Independent NED),CLEAN AIR POWER LTD (De-listed 10/2015),59.0,59.0,Rodney James Westhead,Engineering & Machinery,,Bermuda,ROW - Compensation - 2010,ROW,Director,Compensation,2010,
Dec 2010,12.0,8765186944,SD,BMG2287M1047,,302136434,CAP,NED,CLEAN AIR POWER LTD (De-listed 10/2015),30.0,30.0,Ulrich Wöhr,Engineering & Machinery,,Bermuda,ROW - Compensation - 2010,ROW,Director,Compensation,2010,
Jun 2011,,11254833298,ED,GB00B196F554,,5909409283,AVAP,Chairman (Executive)/CEO,AVATION PLC,151.0,151.0,Robert (Jeff) Jeffries Chatfield,Leisure & Hotels,,Singapore,ROW - Compensation - 2011,ROW,Director,Compensation,2011,
Jun 2011,,11254833298,SD,GB00B196F554,,12456205407,AVAP,NED,AVATION PLC,89.0,89.0,Andrew Charles Baudinette,Leisure & Hotels,,Singapore,ROW - Compensation - 2011,ROW,Director,Compensation,2011,
Jun 2011,,11254833298,SD,GB00B196F554,,12456215407,AVAP,NED,AVATION PLC,10.0,10.0,Bryant James McLarty,Leisure & Hotels,,Singapore,ROW - Compensation - 2011,ROW,Director,Compensation,2011,
